order_id,user_id,product_id,order_time,quantity,amount,payment_method,promotion_type,order_status,shipping_city,fulfillment_time,gender,age,user_province_name,product_name,brand,category,price,is_hot,launch_date,product_region_id,product_province_name,product_region_level,description
3000061,191023,200169,2024-05-26 03:25:39,1,128.7,DebitCard,,Delivered,上海市,61,Unknown,27,海南省,完美日记 探险家眼影盘,完美日记,美妆护肤,128.7,0,2022-01-10 14:50:27,4,重庆市,新一线,含维生素C核心成分，主打提亮肤色；质地轻薄水雾状，易吸收不黏腻，混合皮适用；坚持使用24小时保湿，肌肤状态明显改善，无防腐剂，敏感肌也能安心用。，国货彩妆新锐，性价比之选，品质可靠，售后无忧。
3000062,168489,200223,2024-06-24 18:42:50,1,68.93,WeChatPay,FlashSale,Delivered,深圳市,30,M,46,湖南省,全棉时代 婴儿湿巾,全棉时代,家居日用,86.16,1,2021-05-31 15:21:42,14,江西省,二线,环保PP材质天然环保，无甲醛无异味；1.2m床适用设计，办公室使用刚好；折叠收纳，无缝衔接确保品质，日常使用便捷耐用，提升生活幸福感。，100%纯棉材质，母婴适用，品质可靠，售后无忧。
3000063,108588,200385,2024-06-27 20:15:41,1,44.84,CreditCard,,Cancelled,杭州市,42,F,29,澳门特别行政区,农夫山泉 天然矿泉水,农夫山泉,食品生鲜,44.84,0,2022-04-19 20:32:35,25,甘肃省,二线,烟台苹果新鲜采摘，巴氏杀菌锁鲜；无蔗糖，健康无负担；口感醇厚浓郁，咬一口满满的幸福感；-18℃冷冻，家庭常备零食/食材。，天然水源，健康饮品，品质可靠，售后无忧。
3000064,192029,200091,2024-07-04 21:35:43,1,450.4,Alipay,,Delivered,天津市,61,M,58,河北省,Lancôme 持妆粉底液,Lancôme,美妆护肤,450.4,0,2023-01-20 00:53:38,22,贵州省,二线,含胜肽核心成分，主打深层补水；质地轻薄水雾状，易吸收不黏腻，干皮适用；坚持使用12小时不脱妆，肌肤状态明显改善，无酒精，敏感肌也能安心用。，法国高端护肤，大牌品质保障，品质可靠，售后无忧。
3000065,116966,200704,2024-12-30 17:46:37,1,9017.19,Alipay,,Shipped,北京市,58,Unknown,60,辽宁省,Apple iPad Air,Apple,3C电子,9017.19,0,2022-03-06 12:02:17,25,甘肃省,二线,搭载骁龙8 Gen3，6GB+128GB超大存储，多任务切换无压力；6.7英寸OLED直屏，1亿像素三摄，拍照录像效果拉满；3500mAh轻薄续航搭配27W磁吸充电，告别电量焦虑，支持NFC，日常使用更便捷。，iOS生态无缝衔接，极简设计手感出众，品质可靠，售后无忧。
3000066,191141,200238,2024-12-14 23:25:12,1,1320.02,Alipay,,Delivered,上海市,33,F,55,陕西省,华为 Pura 70 Pro+,华为,3C电子,1320.02,0,2022-02-01 13:06:25,18,湖南省,新一线,搭载A17 Pro，6GB+128GB超大存储，多任务切换无压力；7.9英寸Liquid视网膜屏，1亿像素三摄，拍照录像效果拉满；6000mAh超长待机搭配27W磁吸充电，告别电量焦虑，支持Wi-Fi 6，日常使用更便捷。，鸿蒙系统自研芯片，国产科技标杆，品质可靠，售后无忧。
3000067,190650,200217,2024-12-22 09:43:20,1,294.17,CreditCard,,Delivered,北京市,46,M,51,黑龙江省,李宁 羽毛球拍,李宁,服装鞋帽,294.17,0,2023-12-05 18:29:33,24,陕西省,新一线,100%纯棉柔软舒适，刺绣logo质感出众；oversize修饰身形，户外出行穿都合适；防水防污，抽绳调节设计贴心，久穿不变形，性价比超高。，国潮兴起，运动时尚结合，品质可靠，售后无忧。
3000068,173099,200797,2024-07-27 08:17:48,1,75.21,CreditCard,Coupon,Pending,西安市,40,F,36,香港特别行政区,网易严选 智能马桶盖,网易严选,家居日用,83.57,0,2023-08-29 16:53:49,28,内蒙古自治区,二线,100%纯棉天然环保，无甲醛无异味；500ml设计，客厅使用刚好；抗菌防螨，无缝衔接确保品质，日常使用便捷耐用，提升生活幸福感。，严选品质，高性价比，品质可靠，售后无忧。
3000069,122269,200652,2024-02-24 01:16:59,1,401.72,Alipay,,Paid,上海市,53,F,43,河南省,Lancôme 持妆粉底液,Lancôme,美妆护肤,401.72,0,2022-11-07 01:36:43,5,河北省,二线,视黄醇与视黄醇复配，美白淡斑效果加倍；水润凝胶上脸舒适，24小时保湿；通过皮肤科测试，无防腐剂配方温和，日常通勤/约会必备。，法国高端护肤，大牌品质保障，品质可靠，售后无忧。
3000070,187744,200581,2024-10-11 23:47:19,1,178.99,WeChatPay,,Shipped,天津市,33,M,47,广东省,农夫山泉 天然矿泉水,农夫山泉,食品生鲜,178.99,0,2022-02-15 04:05:17,22,贵州省,二线,烟台苹果新鲜采摘，巴氏杀菌锁鲜；膳食纤维丰富，健康无负担；口感香甜软糯，咬一口满满的幸福感；-18℃冷冻，家庭常备零食/食材。，天然水源，健康饮品，品质可靠，售后无忧。
3000071,174863,200712,2024-06-10 01:12:34,2,990.5,Alipay,,Delivered,西安市,29,F,18,广东省,完美日记 小金盖粉底液,完美日记,美妆护肤,495.25,0,2024-02-14 08:31:43,17,湖北省,新一线,玻色因与玻色因复配，保湿维稳效果加倍；清爽乳液状上脸舒适，8小时持妆；通过皮肤科测试，无酒精配方温和，日常通勤/约会必备。，国货彩妆新锐，性价比之选，品质可靠，售后无忧。
3000072,121884,200253,2024-09-29 15:39:29,1,179.07,Alipay,,Delivered,西安市,25,F,21,四川省,网易严选 智能马桶盖,网易严选,家居日用,179.07,0,2021-03-22 17:28:37,25,甘肃省,二线,天然竹纤维天然环保，无甲醛无异味；30x40cm设计，客厅使用刚好；吸水透气，精梳棉织造确保品质，日常使用便捷耐用，提升生活幸福感。，严选品质，高性价比，品质可靠，售后无忧。
3000073,169273,200115,2024-12-06 09:24:40,1,1358.9,CreditCard,FullDiscount,Delivered,天津市,45,M,44,云南省,小米 Xiaomi 14 Ultra,小米,3C电子,1598.71,0,2022-12-02 08:08:12,11,浙江省,新一线,搭载A17 Pro，8GB+256GB超大存储，多任务切换无压力；6.1英寸Mini-LED，3200万前置人像，拍照录像效果拉满；6000mAh超长待机搭配27W磁吸充电，告别电量焦虑，支持5G双模，日常使用更便捷。，性价比拉满，MIUI功能丰富，品质可靠，售后无忧。
3000074,188545,200982,2024-09-01 08:24:17,3,70.88,WeChatPay,Coupon,Paid,武汉市,24,M,58,香港特别行政区,MUJI 香薰机,MUJI,家居日用,26.25,0,2021-12-08 05:26:10,31,宁夏回族自治区,三线,精选记忆棉制作，手工缝制做工精细；70x140cm适配多种空间，厨房均可摆放；折叠收纳，清洁方便，全家老少都能用。，日式极简风格，环保无印设计，品质可靠，售后无忧。
3000075,157861,200510,2024-06-08 07:02:23,1,94.16,Alipay,FlashSale,Pending,深圳市,59,M,46,青海省,三只松鼠 每日坚果,三只松鼠,食品生鲜,117.7,0,2023-11-22 04:24:38,2,上海市,一线,选自云南西双版纳的五常大米，品质上乘；低温锁鲜保留原汁原味，富含维生素C；口感脆甜多汁，老少皆宜；-18℃冷冻，新鲜直达。，互联网零食巨头，品质严选，品质可靠，售后无忧。
3000076,150476,200206,2024-12-16 12:46:30,1,250.78,DebitCard,FullDiscount,Paid,上海市,48,F,47,上海市,花西子 空气蜜粉,花西子,美妆护肤,295.03,1,2024-12-21 11:50:27,18,湖南省,新一线,含烟酰胺核心成分，主打抗初老；质地绵密泡沫，易吸收不黏腻，所有肤质适用；坚持使用早晚使用28天见效，肌肤状态明显改善，无防腐剂，敏感肌也能安心用。，东方美学彩妆，温和养肤配方，品质可靠，售后无忧。
3000077,195451,200950,2024-07-17 09:59:29,1,9536.91,DebitCard,,Delivered,西安市,55,M,42,河北省,Apple AirPods Pro,Apple,3C电子,9536.91,0,2022-08-01 17:33:43,19,广东省,一线,搭载麒麟9000S，16GB+1TB超大存储，多任务切换无压力；7.9英寸Liquid视网膜屏，5000万莱卡联名，拍照录像效果拉满；5000mAh大电池搭配27W磁吸充电，告别电量焦虑，支持Wi-Fi 6，日常使用更便捷。，iOS生态无缝衔接，极简设计手感出众，品质可靠，售后无忧。
3000078,160090,200336,2024-11-17 11:07:20,2,199.78,WeChatPay,FlashSale,Shipped,北京市,57,M,35,甘肃省,花西子 玉养粉底液,花西子,美妆护肤,124.86,0,2023-08-08 01:01:01,8,吉林省,二线,含玻尿酸核心成分，主打深层补水；质地水润凝胶，易吸收不黏腻，油皮适用；坚持使用早晚使用28天见效，肌肤状态明显改善，无香精，敏感肌也能安心用。，东方美学彩妆，温和养肤配方，品质可靠，售后无忧。
3000079,162532,200354,2024-08-19 09:25:54,1,241.88,Cash,Coupon,Paid,深圳市,54,M,26,江西省,MUJI 无印良品四件套,MUJI,家居日用,268.76,1,2024-01-06 05:32:29,28,内蒙古自治区,二线,记忆棉天然环保，无甲醛无异味；直径20cm设计，浴室使用刚好；抗菌防螨，高温烧制确保品质，日常使用便捷耐用，提升生活幸福感。，日式极简风格，环保无印设计，品质可靠，售后无忧。
3000080,181218,200301,2024-12-11 17:11:07,1,108.12,DebitCard,Coupon,Shipped,上海市,31,F,51,香港特别行政区,Lancôme 持妆粉底液,Lancôme,美妆护肤,120.13,0,2022-05-03 02:30:27,29,广西壮族自治区,二线,神经酰胺与神经酰胺复配，抗初老效果加倍；丝滑膏状上脸舒适，8小时持妆；通过皮肤科测试，无色素配方温和，日常通勤/约会必备。，法国高端护肤，大牌品质保障，品质可靠，售后无忧。
3000081,120301,200968,2024-07-26 06:17:43,1,41.46,Alipay,,Delivered,广州市,63,F,24,北京市,三只松鼠 每日坚果,三只松鼠,食品生鲜,41.46,0,2024-03-14 07:07:13,21,四川省,新一线,选自东北五常的深海三文鱼，品质上乘；无添加防腐剂保留原汁原味，富含维生素C；口感香甜软糯，老少皆宜；-18℃冷冻，新鲜直达。，互联网零食巨头，品质严选，品质可靠，售后无忧。
3000082,173051,200269,2024-07-02 02:57:34,1,174.75,Alipay,,Delivered,上海市,31,F,18,台湾省,MUJI 香薰机,MUJI,家居日用,174.75,0,2024-03-20 21:51:37,30,西藏自治区,三线,天然竹纤维天然环保，无甲醛无异味；1.2m床适用设计，车载使用刚好；吸水透气，精梳棉织造确保品质，日常使用便捷耐用，提升生活幸福感。，日式极简风格，环保无印设计，品质可靠，售后无忧。
3000083,172545,200301,2024-10-31 09:35:20,1,96.1,WeChatPay,FlashSale,Cancelled,南京市,30,M,28,宁夏回族自治区,Lancôme 持妆粉底液,Lancôme,美妆护肤,120.13,0,2022-05-03 02:30:27,29,广西壮族自治区,二线,神经酰胺与神经酰胺复配，抗初老效果加倍；丝滑膏状上脸舒适，8小时持妆；通过皮肤科测试，无色素配方温和，日常通勤/约会必备。，法国高端护肤，大牌品质保障，品质可靠，售后无忧。
3000084,141615,200891,2024-09-27 10:53:01,1,264.39,Alipay,,Delivered,武汉市,67,M,52,辽宁省,完美日记 丝绒唇釉,完美日记,美妆护肤,264.39,0,2024-02-17 09:10:32,30,西藏自治区,三线,含胜肽核心成分，主打提亮肤色；质地绵密泡沫，易吸收不黏腻，敏感肌适用；坚持使用早晚使用28天见效，肌肤状态明显改善，无香精，敏感肌也能安心用。，国货彩妆新锐，性价比之选，品质可靠，售后无忧。
3000085,168557,200374,2024-11-23 18:06:11,1,549.51,WeChatPay,,Delivered,深圳市,85,M,38,黑龙江省,Nike Dunk Low,Nike,服装鞋帽,549.51,0,2021-02-14 22:27:51,34,澳门特别行政区,一线,羊毛混纺柔软舒适，精梳棉织造质感出众；修身显瘦修饰身形，户外出行穿都合适；耐磨耐穿，多口袋设计贴心，久穿不变形，性价比超高。，美式街头风格，科技赋能运动，品质可靠，售后无忧。
3000086,163230,200643,2024-02-09 12:53:04,2,371.82,Alipay,FlashSale,Delivered,深圳市,27,M,56,甘肃省,MUJI 香薰机,MUJI,家居日用,232.39,0,2023-06-11 03:21:56,27,台湾省,新一线,100%纯棉天然环保，无甲醛无异味；500ml设计，客厅使用刚好；抗菌防螨，手工缝制确保品质，日常使用便捷耐用，提升生活幸福感。，日式极简风格，环保无印设计，品质可靠，售后无忧。
3000087,119239,200873,2024-09-06 18:52:46,1,94.96,Alipay,Coupon,Delivered,广州市,28,M,38,广东省,农夫山泉 东方树叶,农夫山泉,食品生鲜,105.51,0,2023-02-01 12:04:36,15,山东省,新一线,选自山东烟台的深海三文鱼，品质上乘；自然晾晒保留原汁原味，低脂肪；口感Q弹有嚼劲，老少皆宜；冷藏30天，新鲜直达。，天然水源，健康饮品，品质可靠，售后无忧。
3000088,170848,200947,2024-06-10 15:53:47,1,320.21,Alipay,,Shipped,武汉市,56,Unknown,18,河北省,Nike Dunk Low,Nike,服装鞋帽,320.21,0,2023-04-09 02:13:07,22,贵州省,二线,新疆长绒棉柔软舒适，无缝拼接质感出众；微喇修饰身形，日常通勤穿都合适；弹性十足，反光条设计贴心，久穿不变形，性价比超高。，美式街头风格，科技赋能运动，品质可靠，售后无忧。
3000089,162470,200405,2024-08-06 22:25:03,2,286.3,DebitCard,,Shipped,天津市,66,F,26,吉林省,MUJI 收纳盒,MUJI,家居日用,143.15,0,2023-10-22 06:50:12,26,青海省,三线,精选记忆棉制作，手工缝制做工精细；1.2m床适用适配多种空间，车载均可摆放；折叠收纳，清洁方便，全家老少都能用。，日式极简风格，环保无印设计，品质可靠，售后无忧。
3000090,132542,200502,2024-10-15 16:40:03,1,276.74,WeChatPay,FlashSale,Delivered,天津市,84,F,52,香港特别行政区,完美日记 小金盖粉底液,完美日记,美妆护肤,345.92,0,2024-05-23 20:32:58,7,辽宁省,新一线,含玻尿酸核心成分，主打提亮肤色；质地轻薄水雾状，易吸收不黏腻，油皮适用；坚持使用24小时保湿，肌肤状态明显改善，无酒精，敏感肌也能安心用。，国货彩妆新锐，性价比之选，品质可靠，售后无忧。
3000091,113197,200309,2024-10-02 17:58:11,1,296.35,Cash,,Delivered,杭州市,50,M,36,江西省,Lancôme 持妆粉底液,Lancôme,美妆护肤,296.35,0,2022-12-25 23:03:56,25,甘肃省,二线,含神经酰胺核心成分，主打抗初老；质地轻薄水雾状，易吸收不黏腻，混合皮适用；坚持使用8小时持妆，肌肤状态明显改善，无防腐剂，敏感肌也能安心用。，法国高端护肤，大牌品质保障，品质可靠，售后无忧。
3000092,142363,200146,2024-10-14 22:55:21,1,98.38,WeChatPay,,Paid,天津市,40,Unknown,37,江苏省,三只松鼠 芒果干,三只松鼠,食品生鲜,98.38,0,2023-09-14 12:48:35,3,天津市,新一线,深海三文鱼新鲜采摘，传统烘焙锁鲜；富含维生素C，健康无负担；口感清爽不腻，咬一口满满的幸福感；-18℃冷冻，家庭常备零食/食材。，互联网零食巨头，品质严选，品质可靠，售后无忧。
3000093,179139,200169,2024-09-03 00:28:42,1,128.7,WeChatPay,,Delivered,上海市,34,F,19,辽宁省,完美日记 探险家眼影盘,完美日记,美妆护肤,128.7,0,2022-01-10 14:50:27,4,重庆市,新一线,含维生素C核心成分，主打提亮肤色；质地轻薄水雾状，易吸收不黏腻，混合皮适用；坚持使用24小时保湿，肌肤状态明显改善，无防腐剂，敏感肌也能安心用。，国货彩妆新锐，性价比之选，品质可靠，售后无忧。
3000094,117731,200828,2024-08-12 00:56:09,1,150.52,CreditCard,,Paid,北京市,58,F,29,新疆维吾尔自治区,三只松鼠 每日坚果,三只松鼠,食品生鲜,150.52,0,2021-07-21 15:39:37,10,江苏省,新一线,选自新疆阿克苏的精选红枣，品质上乘；自然晾晒保留原汁原味，膳食纤维丰富；口感醇厚浓郁，老少皆宜；冷藏30天，新鲜直达。，互联网零食巨头，品质严选，品质可靠，售后无忧。
3000095,132683,200947,2024-09-06 11:39:35,1,320.21,CreditCard,,Shipped,杭州市,54,F,60,浙江省,Nike Dunk Low,Nike,服装鞋帽,320.21,0,2023-04-09 02:13:07,22,贵州省,二线,新疆长绒棉柔软舒适，无缝拼接质感出众；微喇修饰身形，日常通勤穿都合适；弹性十足，反光条设计贴心，久穿不变形，性价比超高。，美式街头风格，科技赋能运动，品质可靠，售后无忧。
3000096,137123,200487,2024-05-08 17:19:57,1,651.14,WeChatPay,,Shipped,南京市,38,F,54,青海省,UNIQLO 牛仔裤,UNIQLO,服装鞋帽,651.14,0,2022-12-31 08:17:11,20,海南省,二线,专为运动健身打造，网眼透气布透气不闷汗；棒球帽型宽松不束缚，刺绣logo确保耐穿；透气排汗，反光条提升时尚感，搭配各种服饰都百搭。，简约百搭，舒适日常穿着，品质可靠，售后无忧。
3000097,121749,200328,2024-05-24 08:10:22,1,28.19,WeChatPay,,Paid,深圳市,52,F,50,台湾省,农夫山泉 天然矿泉水,农夫山泉,食品生鲜,28.19,0,2023-12-28 17:37:58,17,湖北省,新一线,精选红枣新鲜采摘，自然晾晒锁鲜；无蔗糖，健康无负担；口感香甜软糯，咬一口满满的幸福感；常温密封保存，家庭常备零食/食材。，天然水源，健康饮品，品质可靠，售后无忧。
3000098,165086,200480,2024-12-23 20:14:31,2,456.25,WeChatPay,Coupon,Pending,西安市,41,M,58,云南省,网易严选 智能马桶盖,网易严选,家居日用,253.47,0,2021-08-25 11:34:27,29,广西壮族自治区,二线,精选天然竹纤维制作，超声波焊接做工精细；70x140cm适配多种空间，厨房均可摆放；自动闭合，清洁方便，全家老少都能用。，严选品质，高性价比，品质可靠，售后无忧。
3000099,197586,200793,2024-05-09 17:41:43,1,155.96,Alipay,,Delivered,天津市,81,M,22,澳门特别行政区,三只松鼠 碧根果,三只松鼠,食品生鲜,155.96,0,2021-04-04 21:15:22,10,江苏省,新一线,选自内蒙古呼伦贝尔的科尔沁牛肉，品质上乘；自然晾晒保留原汁原味，高蛋白；口感香甜软糯，老少皆宜；180天，新鲜直达。，互联网零食巨头，品质严选，品质可靠，售后无忧。
3000100,113800,200385,2024-03-15 09:58:52,1,44.84,WeChatPay,,Delivered,西安市,52,M,49,福建省,农夫山泉 天然矿泉水,农夫山泉,食品生鲜,44.84,0,2022-04-19 20:32:35,25,甘肃省,二线,烟台苹果新鲜采摘，巴氏杀菌锁鲜；无蔗糖，健康无负担；口感醇厚浓郁，咬一口满满的幸福感；-18℃冷冻，家庭常备零食/食材。，天然水源，健康饮品，品质可靠，售后无忧。
